Former,Current,Type
Dodecatheon hendersonii subsp. hansenii,Primula hendersonii
Dodecatheon hendersonii subsp. hendersonii,Primula hendersonii
Dodecatheon hendersonii subsp. parvifolium,Primula hendersonii
Dodecatheon hendersonii,Primula hendersonii
Downingia immaculata,Downingia cuspidata
Draba cuneifolia var. cuneifolia,Draba cuneifolia
Draba cuneifolia var. integrifolia,Draba cuneifolia
Draba cuneifolia var. sonorae,Draba cuneifolia
Draba unilateralis,Athysanus unilateralis
Draba verna var. verna,Draba verna
Dudleya cymosa subsp. gigantea,Dudleya cymosa subsp. cymosa
Echinochloa crus-galli subsp. spiralis,Echinochloa crus-galli
Echinochloa crus-galli var. zelayensis,Echinochloa crus-galli
Echinodorus berteroi var. lanceolatus,Echinodorus berteroi
Echinodorus rostratus,Echinodorus berteroi
Eclipta alba,Eclipta prostrata
Elatine obovata,Elatine brachysperma
Eleocharis acicularis var. submersa,Eleocharis acicularis var. acicularis
Eleocharis disciformis,Eleocharis parishii
Eleocharis montevidensis var. parishii,Eleocharis parishii
Eleocharis perlonga,Eleocharis macrostachya
Eleocharis pygmaea,Eleocharis parvula
Ellisia chrysanthemifolia,Eucrypta chrysanthemifolia var. chrysanthemifolia
Ellisia torreyi var. orcuttii,Eucrypta chrysanthemifolia var. chrysanthemifolia
Ellisia torreyi var. paniculata,Eucrypta chrysanthemifolia var. chrysanthemifolia
Elodea brandegeeae,Elodea canadensis
Elodea densa,Egeria densa
Elymus elongatus var. ponticus,Elymus ponticus
Elymus elymoides subsp. elymoides,Elymus elymoides var. elymoides
Elymus glaucus subsp. jepsonii,Elymus glaucus subsp. glaucus
Elymus glaucus var. jepsonii,Elymus glaucus subsp. glaucus
Elymus trachycaulus subsp. subsecundus,Elymus trachycaulus subsp. trachycaulus
Elytrigia elongata,Elymus ponticus
Elytrigia intermedia subsp. barbulata,Elymus hispidus
Elytrigia intermedia subsp. intermedia,Elymus hispidus
Elytrigia intermedia var. intermedia,Elymus hispidus
Elytrigia intermedia,Elymus hispidus
Elytrigia pontica subsp. pontica,Elymus ponticus
Elytrigia pontica,Elymus ponticus
Emmenanthe penduliflora var. rosea,Emmenanthe rosea,INAT
Epilobium adenocaulon var. holosericeum,Epilobium ciliatum subsp. ciliatum
Epilobium adenocaulon var. occidentale,Epilobium ciliatum subsp. ciliatum
Epilobium adenocaulon var. parishii,Epilobium ciliatum subsp. ciliatum
Epilobium adenocaulon,Epilobium ciliatum subsp. ciliatum
Epilobium paniculatum var. jucundum,Epilobium brachycarpum
Epilobium paniculatum var. laevicaule,Epilobium brachycarpum
Epilobium paniculatum var. tracyi,Epilobium brachycarpum
Epilobium paniculatum,Epilobium brachycarpum
Epilobium watsonii var. franciscanum,Epilobium ciliatum subsp. watsonii
Epilobium watsonii,Epilobium ciliatum subsp. watsonii
Epipactis gigantea f. rubrifolia,Epipactis gigantea
Equisetum fontinale,Equisetum laevigatum
Equisetum funstonii,Equisetum laevigatum
Equisetum hyemale var. californicum,Equisetum hyemale subsp. affine
Equisetum hyemale var. robustum,Equisetum hyemale subsp. affine
Equisetum kansanum,Equisetum laevigatum
Eragrostis curvula var. curvula,Eragrostis curvula
Eragrostis diffusa,Eragrostis pectinacea var. pectinacea
Eragrostis megastachya,Eragrostis cilianensis
Eragrostis orcuttiana,Eragrostis mexicana subsp. virescens
Eragrostis virescens,Eragrostis mexicana subsp. virescens,INAT
Erechtites glomeratus,Senecio glomeratus
Erechtites minimus,Senecio minimus
Eremocarpus setiger,Croton setiger
Erigeron inornatus var. angustatus,Erigeron reductus var. angustatus
Eriocoma lemmonii subsp. lemmonii,Stipa lemmonii var. lemmonii,INAT
Eriogonella membranacea,Chorizanthe membranacea
Eriogonum acetoselloides,Eriogonum gracile var. gracile
Eriogonum auriculatum,Eriogonum nudum var. auriculatum
Eriogonum caninum,Eriogonum luteolum var. caninum
Eriogonum fasciculatum subsp. foliolosum,Eriogonum fasciculatum var. foliolosum
Eriogonum fasciculatum subsp. polifolium,Eriogonum fasciculatum var. polifolium
Eriogonum fasciculatum var. obtusiflorum,Eriogonum fasciculatum var. foliolosum
Eriogonum fasciculatum var. revolutum,Eriogonum fasciculatum var. polifolium
Eriogonum gracile var. acetoselloides,Eriogonum gracile var. gracile
Eriogonum gracile var. leucocladon,Eriogonum gracile var. gracile
Eriogonum latifolium subsp. auriculatum,Eriogonum nudum var. auriculatum
Eriogonum latifolium var. alternans,Eriogonum nudum var. auriculatum
Eriogonum leucocladon,Eriogonum gracile var. gracile
Eriogonum polifolium,Eriogonum fasciculatum var. polifolium
Eriogonum polyanthum var. bahiiforme,Eriogonum umbellatum var. bahiiforme
Eriogonum revolutum,Eriogonum fasciculatum var. polifolium
Eriogonum roseum var. leucocladon,Eriogonum gracile var. gracile
Eriogonum rosmarinifolium var. foliolosum,Eriogonum fasciculatum var. foliolosum
Eriogonum stellatum var. bahiiforme,Eriogonum umbellatum var. bahiiforme
Eriogonum trachygonum,Eriogonum wrightii var. trachygonum
Eriogonum trichotomum,Eriogonum umbellatum var. bahiiforme
Eriogonum umbellatum subsp. bahiiforme,Eriogonum umbellatum var. bahiiforme
Eriogonum vagans,Eriogonum inerme var. inerme
Eriogonum verticillatum,Eriogonum gracile var. gracile
Eriogonum vimineum subsp. gracile,Eriogonum gracile var. gracile
Eriogonum vimineum subsp. virgatum,Eriogonum roseum
Eriogonum vimineum var. californicum,Eriogonum luteolum var. luteolum
Eriogonum vimineum var. caninum,Eriogonum luteolum var. caninum
Eriogonum vimineum var. covilleanum,Eriogonum covilleanum
Eriogonum vimineum var. luteolum,Eriogonum luteolum var. luteolum
Eriogonum virgatum var. roseum,Eriogonum roseum
Eriogonum virgatum var. rubidum,Eriogonum roseum
Eriogonum virgatum,Eriogonum roseum
Eriogonum wrightii subsp. trachygonum,Eriogonum wrightii var. trachygonum
Eriophyllum confertiflorum var. latum,Eriophyllum confertiflorum var. confertiflorum
Eriophyllum idoneum,Eriophyllum lanatum var. achilleoides
Eriophyllum staechadifolium var. artemisiifolium,Eriophyllum staechadifolium
Eriophyllum staechadifolium var. depressum,Eriophyllum staechadifolium
Erodium macrophyllum var. californicum,California macrophylla
Erodium macrophyllum,California macrophylla
Erodium obtusiplicatum,Erodium brachycarpum
Eryngium articulatum var. bakeri,Eryngium articulatum
Eryngium californicum,Eryngium jepsonii
Eryngium elongatum,Eryngium jepsonii
Eryngium harknessii,Eryngium articulatum
Eryngium harmsianum,Eryngium armatum
Eryngium longistylum,Eryngium armatum
Eryngium petiolatum var. armatum,Eryngium armatum
Eryngium spinosepalum var. medium,Eryngium castrense
Eryngium vaseyi var. castrense,Eryngium castrense
Eryngium vaseyi var. globosum,Eryngium spinosepalum
Erysimum asperum var. bealianum,Erysimum capitatum var. capitatum
Erysimum asperum var. stellatum,Erysimum capitatum var. capitatum
Erysimum capitatum var. angustatum,Erysimum capitatum var. capitatum
Erysimum capitatum var. bealianum,Erysimum capitatum var. capitatum
Erysimum capitatum var. lompocense,Erysimum capitatum var. capitatum
Erysimum insulare var. angustatum,Erysimum capitatum var. capitatum
Erysimum moniliforme,Erysimum capitatum var. capitatum
Erysimum suffrutescens var. lompocense,Erysimum capitatum var. capitatum
Eschscholzia californica var. peninsularis,Eschscholzia californica
Eucharidium breweri,Clarkia breweri
Eucrypta foliosa,Eucrypta chrysanthemifolia var. chrysanthemifolia
Eucrypta paniculata,Eucrypta chrysanthemifolia var. chrysanthemifolia
Eupatorium adenophorum,Ageratina adenophora
Euphorbia supina,Euphorbia maculata
Eutoca douglasii,Phacelia douglasii
Eutoca phacelioides,Phacelia phacelioides
Evax caulescens,Hesperevax caulescens
Festuca arida,Festuca microstachys
Festuca confusa,Festuca microstachys
Festuca dertonensis,Festuca bromoides
Festuca eastwoodiae,Festuca microstachys
Festuca elatior,Festuca arundinacea
Festuca elmeri subsp. luxurians,Festuca elmeri
Festuca grayi,Festuca microstachys
Festuca howellii,Festuca elmeri
Festuca idahoensis subsp. roemeri,Festuca idahoensis
Festuca megalura,Festuca myuros
Festuca microstachys var. ciliata,Festuca microstachys
Festuca microstachys var. pauciflora,Festuca microstachys
Festuca microstachys var. simulans,Festuca microstachys
Festuca octoflora subsp. hirtella,Festuca octoflora
Festuca pacifica,Festuca microstachys
Festuca reflexa,Festuca microstachys
Festuca roemeri var. klamathensis,Festuca idahoensis
Festuca roemeri,Festuca idahoensis
Festuca tracyi,Festuca microstachys
Filago californica,Logfia filaginoides
Filago gallica,Logfia gallica
Forestiera neomexicana var. arizonica,Forestiera pubescens
Forestiera neomexicana var. neomexicana,Forestiera pubescens
Forestiera pubescens var. parviflora,Forestiera pubescens
Fragaria crinita,Fragaria vesca
Fragaria vesca subsp. bracteata,Fragaria vesca
Fragaria vesca subsp. californica,Fragaria vesca
Frankenia grandifolia var. campestris,Frankenia salina
Frankenia grandifolia,Frankenia salina
Franseria chamissonis subsp. bipinnatisecta,Ambrosia chamissonis
Franseria chamissonis,Ambrosia chamissonis
Fraxinus oregona,Fraxinus latifolia
Fraxinus pennsylvanica subsp. oregona,Fraxinus latifolia
Fremontodendron californicum subsp. californicum,Fremontodendron californicum
Fremontodendron californicum subsp. crassifolium,Fremontodendron californicum
Fremontodendron californicum subsp. napense,Fremontodendron californicum
Fremontodendron californicum subsp. obispoense,Fremontodendron californicum
Fritillaria affinis var. affinis,Fritillaria affinis
Fritillaria biflora var. agrestis,Fritillaria agrestis
Fritillaria phaeanthera,Fritillaria affinis
Galium andrewsii var. gatense,Galium andrewsii subsp. gatense
Galium cymosum,Galium trifidum subsp. columbianum
Galium nuttallii var. ovalifolium,Galium porrigens var. porrigens
Galium nuttallii var. tenue,Galium porrigens var. tenue
Galium trifidum var. pacificum,Galium trifidum subsp. columbianum
Garrya flavescens var. pallida,Garrya flavescens
Gaura decorticans,Eremothera boothii subsp. decorticans
Gaura drummondii,Oenothera xenogaura
Gaura sinuata,Oenothera sinuosa
Geranium carolinianum var. carolinianum,Geranium carolinianum
Geranium carolinianum var. sphaerospermum,Geranium carolinianum
Geranium microphyllum,Geranium potentilloides
Geranium sphaerospermum,Geranium carolinianum
Gilia inconspicua var. oreophila,Gilia achilleifolia subsp. multicaulis
Gilia multicaulis,Gilia achilleifolia subsp. multicaulis
Githopsis calycina,Githopsis specularioides
Glaux maritima,Lysimachia maritima
Glyceria davyi,Glyceria leptostachya
Gnaphalium beneolens,Pseudognaphalium beneolens
Gnaphalium californicum,Pseudognaphalium californicum
Gnaphalium canescens subsp. beneolens,Pseudognaphalium beneolens
Gnaphalium canescens subsp. microcephalum,Pseudognaphalium microcephalum
Gnaphalium canescens subsp. thermale,Pseudognaphalium thermale
Gnaphalium chilense,Pseudognaphalium stramineum
Gnaphalium luteoalbum,Pseudognaphalium luteoalbum
Gnaphalium microcephalum var. thermale,Pseudognaphalium thermale
Gnaphalium microcephalum,Pseudognaphalium microcephalum
Gnaphalium ramosissimum,Pseudognaphalium ramosissimum
Gnaphalium stramineum,Pseudognaphalium stramineum
Gnaphalium thermale,Pseudognaphalium thermale
Grindelia camporum var. bracteosa,Grindelia camporum
Grindelia hirsutula var. davyi,Grindelia camporum
Grindelia hirsutula var. maritima,Grindelia hirsutula
Guillenia flavescens,Caulanthus flavescens
Guillenia lasiophylla,Caulanthus lasiophyllus
Gutierrezia bracteata,Gutierrezia californica
Habenaria dilatata var. leucostachys,Platanthera dilatata var. leucostachys
Habenaria elegans var. elata,Piperia elongata
Habenaria elegans var. maritima,Piperia elegans subsp. elegans
Habenaria elegans var. multiflora,Piperia elegans subsp. elegans
Habenaria greenei,Piperia elegans subsp. elegans
Haplopappus arborescens,Ericameria arborescens
Haplopappus linearifolius,Ericameria linearifolia
Haplopappus venetus subsp. argutus,Isocoma arguta
Hedera helix subsp. canariensis,Hedera canariensis
Hedera helix subsp. helix,Hedera helix
Hedypnois cretica,Hedypnois rhagadioloides
Heleniastrum bigelovii,Helenium bigelovii
Heleniastrum occidentale,Helenium bigelovii
Heleniastrum puberulum,Helenium puberulum
Heleniastrum rivulare,Helenium bigelovii
Helenium californicum,Helenium puberulum
Helenium decurrens,Helenium puberulum
Helenium pubescens,Helenium puberulum
Helenium rivulare,Helenium bigelovii
Helenium rosilla,Helenium puberulum
Heleochloa schoenoides,Crypsis schoenoides
Helianthella californica subsp. californica,Helianthella californica var. californica
Helianthemum scoparium var. vulgare,Crocanthemum scoparium var. vulgare
Helianthus annuus subsp. jaegeri,Helianthus annuus
Helianthus annuus subsp. lenticularis,Helianthus annuus
Helianthus annuus var. macrocarpus,Helianthus annuus
Helichrysum luteoalbum,Pseudognaphalium luteoalbum,INAT
Heliotropium oculatum,Heliotropium curassavicum var. oculatum
Heliotropium spathulatum subsp. oculatum,Heliotropium curassavicum var. oculatum
Helxine soleirolii,Soleirolia soleirolii
Hemizonia angustifolia,Deinandra corymbosa
Hemizonia corymbosa subsp. macrocephala,Deinandra corymbosa
Hemizonia corymbosa,Deinandra corymbosa
Hemizonia fitchii,Centromadia fitchii
Hemizonia kelloggii,Deinandra kelloggii
Hemizonia lobbii,Deinandra lobbii
Hemizonia lutescens,Hemizonia congesta subsp. lutescens
Hemizonia luzulifolia subsp. luzulifolia,Hemizonia congesta subsp. luzulifolia
Hemizonia luzulifolia subsp. rudis,Hemizonia congesta subsp. luzulifolia
Hemizonia luzulifolia,Hemizonia congesta subsp. luzulifolia
Hemizonia parryi subsp. congdonii,Centromadia parryi subsp. congdonii
Hemizonia pungens subsp. maritima,Centromadia pungens subsp. pungens
Hemizonia pungens subsp. septentrionalis,Centromadia pungens subsp. pungens
Heracleum lanatum,Heracleum maximum
Herniaria cinerea,Herniaria hirsuta var. cinerea,INAT
Herniaria hirsuta subsp. cinerea,Herniaria hirsuta var. cinerea
Herpestris pilosa,Mimetanthe pilosa
Hesperomecon filiformis,Hesperomecon linearis
Hesperoscordum hyacinthinum,Triteleia hyacinthina
Hesperoscordum lacteum,Triteleia hyacinthina
Hesperoscordum lewisii,Triteleia hyacinthina
Hesperoscordum maritimum,Muilla maritima
Heterodraba unilateralis,Athysanus unilateralis
Heteromeles arbutifolia var. arbutifolia,Heteromeles arbutifolia
Heteromeles arbutifolia var. cerina,Heteromeles arbutifolia
Heteromeles arbutifolia var. macrocarpa,Heteromeles arbutifolia
Heteromeles salicifolia,Heteromeles arbutifolia
Heterotheca echioides var. bolanderi,Heterotheca sessiliflora subsp. bolanderi
Heterotheca sessiliflora var. echioides,Heterotheca sessiliflora subsp. echioides
Heuchera micrantha var. diversifolia,Heuchera micrantha
Heuchera micrantha var. erubescens,Heuchera micrantha
Heuchera micrantha var. hartwegii,Heuchera micrantha
Heuchera micrantha var. macropetala,Heuchera micrantha
Hibiscus californicus,Hibiscus lasiocarpos var. occidentalis
Hibiscus lasiocarpos var. californicus,Hibiscus lasiocarpos var. occidentalis
Hibiscus moscheutos var. occidentalis,Hibiscus lasiocarpos var. occidentalis
Holocarpha obconica subsp. autumnalis,Holocarpha obconica
Holodiscus saxicola,Holodiscus discolor
Hookera capitata,Dipterostemon capitatus
Hookera congesta,Dichelostemma congestum
Hookera hyacinthina var. lactea,Triteleia hyacinthina
Hookera hyacinthina,Triteleia hyacinthina
Hookera laxa,Triteleia laxa
Hookera macropoda,Brodiaea terrestris subsp. terrestris
Hookera multiflora,Dichelostemma multiflorum
Hookera parviflora,Dichelostemma multiflorum
Hookera peduncularis,Triteleia peduncularis
Hookera volubilis,Dichelostemma volubile
Hordeum californicum,Hordeum brachyantherum subsp. californicum
Hordeum geniculatum,Hordeum marinum subsp. gussoneanum
Hordeum glaucum,Hordeum murinum subsp. glaucum
Hordeum hystrix,Hordeum marinum subsp. gussoneanum
Hordeum jubatum var. caespitosum,Hordeum jubatum subsp. jubatum
Hordeum leporinum,Hordeum murinum subsp. leporinum
Hordeum stebbinsii,Hordeum murinum subsp. glaucum
Horkelia californica subsp. californica,Horkelia californica var. californica
Horkelia californica subsp. dissita,Horkelia californica var. elata
Horkelia californica subsp. frondosa,Horkelia californica var. frondosa
Horkelia cuneata subsp. sericea,Horkelia cuneata var. sericea
Horkelia elata,Horkelia californica var. elata
Horkelia frondosa,Horkelia californica var. frondosa
Horkelia glandulosa,Horkelia californica var. elata
Howellia limosa,Legenere limosa
Hydastylus borealis,Sisyrinchium californicum
Hydastylus brachypus,Sisyrinchium californicum
Hydrocharis spongia,Limnobium spongia
Hydrocotyle verticillata var. triradiata,Hydrocotyle verticillata
Hydrophyllum macrophyllum var. occidentale,Hydrophyllum occidentale
Hydrophyllum occidentale var. watsonii,Hydrophyllum occidentale
Hydrophyllum speciosum,Hydrophyllum occidentale
Hydrophyllum watsonii,Hydrophyllum occidentale
Hymenolobus procumbens,Hornungia procumbens
Hypericum formosum var. scouleri,Hypericum scouleri
Hypericum scouleri subsp. scouleri,Hypericum scouleri
Ibicella lutea,Proboscidea lutea,INAT
Iris douglasiana var. altissima,Iris douglasiana
Iris douglasiana var. major,Iris douglasiana
Iris douglasiana var. oregonensis,Iris douglasiana
Isolepis koilolepis,Isolepis carinata
Isopyrum occidentale,Enemion occidentale
Isopyrum stipitatum,Enemion stipitatum
Isotrema californicum,Aristolochia californica
Iva axillaris subsp. robustior,Iva axillaris
Iva axillaris var. robustior,Iva axillaris
Jacobaea vulgaris,Senecio jacobaea,INAT
Johnstonella micromeres,Cryptantha micromeres,INAT
Juglans californica var. californica,Juglans californica
Juncus arcticus var. balticus,Juncus balticus subsp. ater
Juncus arcticus var. mexicanus,Juncus mexicanus
Juncus balticus var. montanus,Juncus balticus subsp. ater
Juncus bufonius var. congdonii,Juncus bufonius var. bufonius
Juncus bufonius var. halophilus,Juncus ambiguus
Juncus bufonius,Juncus bufonius var. bufonius,INAT
Juncus effusus var. pacificus,Juncus effusus subsp. pacificus
Juncus gerardi,Juncus gerardi subsp. gerardi,INAT
Juncus hybridus,Juncus ambiguus,INAT
Juncus lesueurii,Juncus lescurii,INAT
Juncus ranarius,Juncus ambiguus
Juncus tenuis var. congestus,Juncus occidentalis
Juncus tenuis var. occidentalis,Juncus occidentalis
Jussiaea californica,Ludwigia peploides subsp. peploides
Jussiaea repens var. californica,Ludwigia peploides subsp. peploides
Jussiaea repens var. montevidensis,Ludwigia peploides subsp. montevidensis
Jussiaea repens var. peploides,Ludwigia peploides subsp. peploides
Kali australis,Salsola australis
Keckiella breviflora subsp. breviflora,Keckiella breviflora var. breviflora
Koeleria cristata var. longifolia,Koeleria macrantha
Koeleria gerardii,Koeleria gerardi,INAT
Koeleria nitida,Koeleria macrantha
Kohlrauschia velutina,Petrorhagia dubia
Lachnagrostis filiformis,Agrostis avenacea,INAT
Lactuca serriola var. integra,Lactuca serriola
Lagophylla ramosissima subsp. congesta,Lagophylla ramosissima
Lagophylla ramosissima subsp. ramosissima,Lagophylla ramosissima
Lastarriaea chilensis subsp. californica,Lastarriaea coriacea
Lasthenia chrysostoma,Lasthenia californica subsp. californica
Lasthenia hirsutula,Lasthenia californica subsp. californica
Lasthenia minor subsp. maritima,Lasthenia maritima
Lathyrus laetiflorus subsp. barbarae,Lathyrus vestitus var. vestitus
Lathyrus laetiflorus,Lathyrus vestitus var. vestitus
Lathyrus vestitus subsp. laetiflorus,Lathyrus vestitus var. vestitus
Lathyrus vestitus subsp. laevicarpus,Lathyrus vestitus var. vestitus
Lathyrus vestitus subsp. puberulus,Lathyrus vestitus var. vestitus
Lavatera assurgentiflora subsp. assurgentiflora,Malva assurgentiflora
Lavatera assurgentiflora subsp. glabra,Malva assurgentiflora
Lavatera assurgentiflora,Malva assurgentiflora
Lavatera cretica,Malva multiflora
Layia chrysanthemoides subsp. maritima,Layia chrysanthemoides
Layia paniculata,Layia hieracioides
Layia platyglossa subsp. campestris,Layia platyglossa
Legenere valdiviana,Legenere limosa,INAT
Lemna cyclostasa,Lemna valdiviana
Lemna minor var. minima,Lemna minor
Lemna minuscula,Lemna minuta
Lemna valdiviana var. abbreviata,Lemna valdiviana
Lemna valdiviana var. valdiviana,Lemna valdiviana
Lepidium dictyotum var. acutidens,Lepidium acutidens
Lepidium latipes var. heckardii,Lepidium latipes
Lepidium latipes var. latipes,Lepidium latipes
Lepidium nitidum var. howellii,Lepidium nitidum
Lepidium nitidum var. oreganum,Lepidium nitidum
Lepidium oblongum var. insulare,Lepidium oblongum
Lepidium oblongum var. oblongum,Lepidium oblongum
Lepidium oxycarpum var. acutidens,Lepidium acutidens
Lepidium squamatum,Lepidium coronopus
Leptochloa fascicularis,Leptochloa fusca subsp. fascicularis
Leptochloa uninervia,Leptochloa fusca subsp. uninervia
Leptosiphon acicularis,Leptosiphon aureus
Leptosiphon chrysanthus,Leptosiphon aureus,INAT
Leptosiphon laetus,Leptosiphon parviflorus
Leptosiphon luteolus,Leptosiphon parviflorus
Leptosiphon luteus,Leptosiphon parviflorus
Leptosiphon micranthus,Leptosiphon parviflorus
Leptotaenia californica,Lomatium californicum
Lepturus cylindricus,Hainardia cylindrica
Lessingia filaginifolia var. californica,Corethrogyne filaginifolia
Lessingia filaginifolia var. filaginifolia,Corethrogyne filaginifolia
Lessingia germanorum var. parvula,Lessingia tenuis
Lessingia germanorum var. tenuis,Lessingia tenuis
Lessingia nemaclada var. albiflora,Lessingia nemaclada
Leuzea repens,Rhaponticum repens,INAT
Lewisia alba,Lewisia rediviva var. rediviva
Leymus ×multiflorus,Elymus ×gouldii,INAT
Leymus mollis subsp. mollis,Elymus mollis subsp. mollis,INAT
Leymus triticoides,Elymus triticoides,INAT
Lilaea scilloides,Triglochin scilloides
Lilaeopsis occidentalis,Lilaeopsis masonii,INAT
Lilium harrisianum,Lilium pardalinum subsp. pardalinum
Lilium pardalinum var. angustifolium,Lilium pardalinum subsp. pardalinum
Lilium roezlii,Lilium pardalinum subsp. pardalinum
Limonium californicum var. mexicanum,Limonium californicum
Limosella subulata,Limosella australis
Linanthus acicularis,Leptosiphon aureus
Linanthus ambiguus,Leptosiphon ambiguus
Linanthus androsaceus subsp. laetus,Leptosiphon parviflorus
Linanthus androsaceus,Leptosiphon androsaceus
Linanthus bakeri,Leptosiphon bolanderi
Linanthus bicolor,Leptosiphon bicolor
Linanthus bolanderi,Leptosiphon bolanderi
Linanthus ciliatus,Leptosiphon ciliatus
Linanthus grandiflorus,Leptosiphon grandiflorus
Linanthus liniflorus subsp. pharnaceoides,Leptosiphon liniflorus
Linanthus liniflorus,Leptosiphon liniflorus
Linanthus parviflorus,Leptosiphon parviflorus
Linanthus plaskettii,Leptosiphon parviflorus
Linanthus pygmaeus subsp. continentalis,Leptosiphon pygmaeus subsp. continentalis
Linaria canadensis var. texana,Nuttallanthus texanus
Linum angustifolium,Linum bienne
Linum clevelandii,Hesperolinon clevelandii
Linum lewisii var. alpicola,Linum lewisii var. lewisii
Linum micranthum,Hesperolinon micranthum
Linum perenne subsp. lewisii,Linum lewisii var. lewisii
Lippia lanceolata,Phyla lanceolata
Lithophragma affine subsp. mixtum,Lithophragma affine
Lithophragma scabrella,Lithophragma bolanderi
Lithophragma tripartitum,Lithophragma affine
Lolium arundinaceum,Festuca arundinacea,INAT
Lolium multiflorum,Festuca perennis
Lolium perenne var. multiflorum,Festuca perennis
Lolium perenne,Festuca perennis,INAT
Lolium strictum,Festuca perennis
Lolium temulentum,Festuca temulenta,INAT
Lomatium humile,Lomatium caruifolium var. denticulatum
Lomatium macrocarpum var. ellipticum,Lomatium macrocarpum
Lomatium vaseyi,Lomatium utriculatum
Lonicera hispidula var. hispidula,Lonicera hispidula
Lonicera hispidula var. vacillans,Lonicera hispidula
Lonicera subspicata var. johnstonii,Lonicera subspicata var. denudata
Lophochloa cristata,Koeleria gerardi
Lotus crassifolius var. crassifolius,Hosackia crassifolia var. crassifolia
Lotus denticulatus,Acmispon denticulatus
Lotus humistratus,Acmispon brachycarpus
Lotus junceus var. biolettii,Acmispon junceus var. biolettii
Lotus micranthus,Acmispon parviflorus
Lotus purshianus var. glaber,Acmispon americanus var. americanus
Lotus purshianus var. purshianus,Acmispon americanus var. americanus
Lotus scoparius subsp. scoparius,Acmispon glaber var. glaber
Lotus scoparius var. scoparius,Acmispon glaber var. glaber
Lotus stipularis var. stipularis,Hosackia stipularis var. stipularis
Lotus strigosus var. hirtellus,Acmispon strigosus
Lotus strigosus var. tomentellus,Acmispon strigosus
Lotus strigosus,Acmispon strigosus
Lotus tomentellus,Acmispon strigosus
Lotus wrangelianus,Acmispon wrangelianus
Ludwigia grandiflora subsp. hexapetala,Ludwigia hexapetala
Ludwigia palustris var. americana,Ludwigia palustris
Ludwigia palustris var. pacifica,Ludwigia palustris
Lupinus albifrons var. flumineus,Lupinus albifrons var. collinus
Lupinus benthamii var. benthamii,Lupinus benthamii
Lupinus benthamii var. opimus,Lupinus benthamii
Lupinus bicolor subsp. marginatus,Lupinus bicolor
Lupinus bicolor subsp. microphyllus,Lupinus bicolor
Lupinus bicolor subsp. pipersmithii,Lupinus bicolor
Lupinus bicolor subsp. tridentatus,Lupinus bicolor
Lupinus bicolor subsp. umbellatus,Lupinus bicolor
Lupinus bicolor var. rostratus,Lupinus bicolor
Lupinus bicolor var. trifidus,Lupinus bicolor
Lupinus concinnus var. agardhianus,Lupinus concinnus
Lupinus concinnus var. concinnus,Lupinus concinnus
Lupinus concinnus var. desertorum,Lupinus concinnus
Lupinus concinnus var. optatus,Lupinus concinnus
Lupinus concinnus var. orcuttii,Lupinus concinnus
Lupinus concinnus var. pallidus,Lupinus concinnus
Lupinus congdonii,Lupinus bicolor
Lupinus densiflorus var. aureus,Lupinus microcarpus var. densiflorus
Lupinus densiflorus var. austrocollium,Lupinus microcarpus var. microcarpus
Lupinus densiflorus var. densiflorus,Lupinus microcarpus var. densiflorus,INAT
Lupinus densiflorus var. palustris,Lupinus microcarpus var. microcarpus
Lupinus densiflorus var. persecundus,Lupinus microcarpus var. microcarpus
Lupinus densiflorus,Lupinus microcarpus var. densiflorus
Lupinus nanus subsp. apricus,Lupinus nanus
Lupinus nanus subsp. latifolius,Lupinus nanus
Lupinus nanus subsp. menkerae,Lupinus nanus
Lupinus nanus var. maritimus,Lupinus nanus
Lupinus polycarpus,Lupinus bicolor
Lupinus rostratus,Lupinus bicolor
Lupinus ruber,Lupinus microcarpus var. microcarpus
Lupinus subvexus var. insularis,Lupinus microcarpus var. microcarpus
Lupinus subvexus var. phoeniceus,Lupinus microcarpus var. microcarpus
Lupinus subvexus var. subvexus,Lupinus microcarpus var. microcarpus
Lupinus subvexus var. transmontanus,Lupinus microcarpus var. microcarpus
Lupinus subvexus,Lupinus microcarpus var. microcarpus
Lupinus vallicola,Lupinus nanus
Luzula comosa var. congesta,Luzula comosa var. comosa
Luzula comosa var. macrantha,Luzula subsessilis
Luzula comosa var. subsessilis,Luzula subsessilis
Lythrum alatum var. linearifolium,Lythrum californicum
Lythrum sanfordii,Lythrum californicum
Macrocalyx chrysanthemifolius,Eucrypta chrysanthemifolia var. chrysanthemifolia
Macroscapa volubilis,Dichelostemma volubile
Madia capitata,Madia sativa
Madia elegans subsp. densifolia,Madia elegans
Madia elegans subsp. vernalis,Madia elegans
Madia elegans subsp. wheeleri,Madia elegans
Madia gracilis subsp. collina,Madia gracilis
Madia gracilis subsp. pilosa,Madia gracilis
Madia madioides,Anisocarpus madioides
Mahonia dictyota,Berberis aquifolium var. dictyota
Mahonia nervosa var. mendocinensis,Berberis nervosa
Mahonia pinnata subsp. pinnata,Berberis pinnata subsp. pinnata
Maianthemum racemosum subsp. amplexicaule,Maianthemum racemosum
Malacothamnus fremontii subsp. cercophorus,Malacothamnus fremontii
Malacothamnus helleri,Malacothamnus fremontii
Malacothamnus howellii,Malacothamnus fremontii
Malacothrix coulteri var. cognata,Malacothrix coulteri
Malacothrix senecioides,Malacothrix clevelandii
